1, 0.113918
2, 0.113412
3, 0.114568
4, 0.115364
5, 0.116735
6, 0.120435
7, 0.124095
8, 0.129989
9, 0.13196
10, 0.13562
11, 0.136364
12, 0.138034
13, 0.139268
14, 0.140624
15, 0.142148
16, 0.143359
17, 0.144464
18, 0.144986
19, 0.145852
20, 0.144547
21, 0.145213
22, 0.145812
23, 0.147599
24, 0.148328
25, 0.149124
26, 0.151342
27, 0.15269
28, 0.15401
29, 0.156836
30, 0.157569
31, 0.157816
32, 0.158137
33, 0.158917
34, 0.160833
35, 0.15981
36, 0.158968
37, 0.159983
38, 0.162036
39, 0.16001
40, 0.162048
41, 0.162475
42, 0.161993
43, 0.162843
44, 0.161601
45, 0.161797
46, 0.160794
47, 0.160292
48, 0.162071
49, 0.162722
50, 0.1626
51, 0.163353
52, 0.163772
53, 0.164724
54, 0.16579
55, 0.166108
56, 0.169697
57, 0.169968
58, 0.17179
59, 0.17246
60, 0.171723
61, 0.172958
62, 0.174004
63, 0.17284
64, 0.173385
65, 0.17215
66, 0.17226
67, 0.172762
68, 0.17141
69, 0.170681
70, 0.168412
71, 0.169924
72, 0.170054
73, 0.170983
74, 0.171559
75, 0.172307
76, 0.173573
77, 0.17199
78, 0.173251
79, 0.172425
80, 0.173298
81, 0.176704
82, 0.177092
83, 0.180595
84, 0.181892
85, 0.183358
86, 0.189804
87, 0.189538
88, 0.194119
89, 0.199969
90, 0.201157
91, 0.207219
92, 0.211134
93, 0.213031
94, 0.214281
95, 0.211447
96, 0.211828
97, 0.212556
98, 0.21414
99, 0.214833
100, 0.213814
101, 0.213803
102, 0.214261
103, 0.215876
104, 0.213454
105, 0.214394
106, 0.216377
107, 0.217337
108, 0.215703
109, 0.217412
110, 0.219657
111, 0.221969
112, 0.225966
113, 0.229681
114, 0.231198
115, 0.233953
116, 0.236915
117, 0.239169
118, 0.241085
119, 0.243193
120, 0.24143
121, 0.243283
122, 0.244271
123, 0.244208
124, 0.243554
125, 0.243111
126, 0.244271
127, 0.245925
128, 0.243848
129, 0.246544
130, 0.247868
131, 0.249828
132, 0.251364
133, 0.252289
134, 0.252014
135, 0.253061
136, 0.25134
137, 0.254146
138, 0.254307
139, 0.255337
140, 0.256262
141, 0.257018
142, 0.254554
143, 0.254287
144, 0.255173
145, 0.250827
146, 0.252774
147, 0.252876
148, 0.252865
149, 0.25243
150, 0.251842
151, 0.25098
152, 0.250678
153, 0.252171
154, 0.250376
155, 0.249628
156, 0.248789
157, 0.247978
158, 0.248758
159, 0.247594
160, 0.247363
161, 0.245776
162, 0.245858
163, 0.243456
164, 0.242292
165, 0.241383
166, 0.24197
167, 0.240332
168, 0.240329
169, 0.240105
170, 0.235077
171, 0.234842
172, 0.234925
173, 0.232577
174, 0.232323
175, 0.230688
176, 0.231041
177, 0.23117
178, 0.230857
179, 0.231437
180, 0.230269
181, 0.230108
182, 0.229039
183, 0.229517
184, 0.228878
185, 0.228012
186, 0.228749
187, 0.228082
188, 0.228804
189, 0.228862
190, 0.227977
191, 0.227444
192, 0.226601
193, 0.226292
194, 0.226084
195, 0.22809
196, 0.228768
197, 0.228568
198, 0.228886
199, 0.22789
200, 0.228412
201, 0.230183
202, 0.229944
203, 0.229858
204, 0.22956
205, 0.229685
206, 0.229501
207, 0.229928
208, 0.230261
209, 0.230148
210, 0.231163
211, 0.231982
212, 0.232084
213, 0.230704
214, 0.230077
215, 0.230003
216, 0.230344
217, 0.230304
218, 0.229313
219, 0.229235
220, 0.227702
221, 0.228145
222, 0.227808
223, 0.228749
224, 0.228721
225, 0.229662
226, 0.229023
227, 0.22867
228, 0.228553
229, 0.229086
230, 0.22849
231, 0.22851
232, 0.228173
233, 0.22887
234, 0.229399
235, 0.230398
236, 0.230026
237, 0.230042
238, 0.228662
239, 0.228028
240, 0.226946
241, 0.22617
242, 0.225712
243, 0.226472
244, 0.227091
245, 0.222236
246, 0.221903
247, 0.222044
248, 0.225386
249, 0.224199
250, 0.223815
251, 0.224164
252, 0.225355
253, 0.224364
254, 0.22405
255, 0.22423
256, 0.225923
257, 0.2253
258, 0.225429
259, 0.225692
260, 0.224924
261, 0.226217
262, 0.225814
263, 0.226209
264, 0.226625
265, 0.225414
266, 0.224916
267, 0.224806
268, 0.225367
269, 0.225861
270, 0.226178
271, 0.226009
272, 0.226664
273, 0.227698
274, 0.227542
275, 0.227236
276, 0.227369
277, 0.22684
278, 0.227988
279, 0.228439
280, 0.230716
281, 0.232272
282, 0.232985
283, 0.234831
284, 0.237339
285, 0.238585
286, 0.23987
287, 0.241955
288, 0.242206
289, 0.242429
290, 0.241947
291, 0.241046
292, 0.238291
293, 0.236986
294, 0.236535
295, 0.235912
296, 0.23525
297, 0.23398
298, 0.231982
299, 0.230022
300, 0.230238
301, 0.228439
302, 0.227232
303, 0.226911
304, 0.22646
305, 0.226742
306, 0.22686
307, 0.227851
308, 0.229548
309, 0.230293
310, 0.231778
311, 0.232428
312, 0.23157
313, 0.230735
314, 0.231194
315, 0.232491
316, 0.232366
317, 0.232503
318, 0.232624
319, 0.231378
320, 0.229431
321, 0.228745
322, 0.229195
323, 0.229677
324, 0.229579
325, 0.229615
326, 0.229399
327, 0.229485
328, 0.229728
329, 0.230606
330, 0.230453
331, 0.230395
332, 0.230328
333, 0.23005
334, 0.230128
335, 0.230931
336, 0.230661
337, 0.230297
338, 0.230626
339, 0.230716
340, 0.231484
341, 0.230167
342, 0.230641
343, 0.230782
344, 0.231786
345, 0.230771
346, 0.23226
347, 0.233048
348, 0.232726
349, 0.23291
350, 0.233079
351, 0.231805
352, 0.230579
353, 0.23119
354, 0.230485
355, 0.23108
356, 0.231535
357, 0.231629
358, 0.23204
359, 0.232323
360, 0.232268
361, 0.232828
362, 0.232381
363, 0.23244
364, 0.232569
365, 0.232405
366, 0.232448
367, 0.23264
368, 0.232048
369, 0.232036
370, 0.231664
371, 0.232746
372, 0.233185
373, 0.233553
374, 0.233843
375, 0.233467
376, 0.233334
377, 0.233882
378, 0.233627
379, 0.234082
380, 0.233667
381, 0.233204
382, 0.233283
383, 0.233365
384, 0.233859
385, 0.234642
386, 0.236014
387, 0.237307
388, 0.239725
389, 0.241281
390, 0.241543
391, 0.243076
392, 0.244047
393, 0.244416
394, 0.24431
395, 0.243691
396, 0.243859
397, 0.244482
398, 0.244478
399, 0.245196
400, 0.245192
401, 0.245419
402, 0.246254
403, 0.247245
404, 0.248777
405, 0.249628
406, 0.250651
407, 0.252488
408, 0.254126
409, 0.258084
410, 0.261023
411, 0.263692
412, 0.26995
413, 0.274414
414, 0.276502
415, 0.281636
416, 0.286632
417, 0.289238
418, 0.293706
419, 0.29679
420, 0.294348
421, 0.299541
422, 0.303499
423, 0.306426
424, 0.310999
425, 0.317269
426, 0.319703
427, 0.325016
428, 0.330091
429, 0.332599
430, 0.338172
431, 0.34164
432, 0.343211
433, 0.347083
434, 0.351017
435, 0.352902
436, 0.357711
437, 0.360983
438, 0.364141
439, 0.364796
440, 0.364788
441, 0.36777
442, 0.36775
443, 0.370129
444, 0.367856
445, 0.359407
446, 0.364247
447, 0.36795
448, 0.371128
449, 0.376223
450, 0.376125
451, 0.378852
452, 0.381164
453, 0.380941
454, 0.385459
455, 0.38792
456, 0.387062
457, 0.390887
458, 0.389006
459, 0.389476
460, 0.3935
461, 0.39515
462, 0.395468
463, 0.396451
464, 0.394073
465, 0.394555
466, 0.394997
467, 0.395718
468, 0.395824
469, 0.396412
470, 0.394649
471, 0.395397
472, 0.393034
473, 0.39506
474, 0.394856
475, 0.396823
476, 0.396012
477, 0.39479
478, 0.395001
479, 0.396146
480, 0.395076
481, 0.396874
482, 0.397693
483, 0.396961
484, 0.397556
485, 0.397823
486, 0.398583
487, 0.398175
488, 0.398759
489, 0.398528
490, 0.398097
491, 0.397251
492, 0.397396
493, 0.398736
494, 0.397803
495, 0.392286
496, 0.392454
497, 0.394656
498, 0.394233
499, 0.395256
500, 0.395852
501, 0.395707
502, 0.400542
503, 0.404214
504, 0.406628
505, 0.409994
506, 0.414019
507, 0.415171
508, 0.417985
509, 0.422115
510, 0.424392
511, 0.428663
512, 0.431226
513, 0.432355
514, 0.434839
515, 0.435991
516, 0.43661
517, 0.439169
518, 0.439789
519, 0.440662
520, 0.443249
521, 0.446298
