1,0.101272,0.113397,0.000147016,2.63933E-05
2,0.10416,0.113397,8.53222E-05,
3,0.106578,0.113397,4.64988E-05,
4,0.113397,0.113397,0,
5,0.120113,0.134718,0.000213306,
6,0.124287,0.134718,0.000108806,
7,0.130694,0.134718,1.61926E-05,
8,0.134718,0.134718,0,
9,0.135302,0.140506,2.70816E-05,
10,0.137442,0.140506,9.3881E-06,
11,0.139029,0.140506,2.18153E-06,
12,0.140506,0.140506,0,
13,0.142097,0.146604,2.0313E-05,
14,0.144057,0.146604,6.48721E-06,
15,0.144939,0.146604,2.77223E-06,
16,0.146604,0.146604,0,
17,0.147784,0.14948,2.87642E-06,
18,0.148195,0.14948,1.65123E-06,
19,0.1497,0.14948,4.84E-08,
20,0.14948,0.14948,0,
21,0.149982,0.153474,1.21941E-05,
22,0.151005,0.153474,6.09596E-06,
23,0.152361,0.153474,1.23877E-06,
24,0.153474,0.153474,0,
25,0.15635,0.161452,2.60304E-05,
26,0.158478,0.161452,8.84468E-06,
27,0.160022,0.161452,2.0449E-06,
28,0.161452,0.161452,0,
29,0.162158,0.162302,2.0736E-08,
30,0.16233,0.162302,7.84E-10,
31,0.161628,0.162302,4.54276E-07,
32,0.162302,0.162302,0,
33,0.162765,0.16331,2.97025E-07,
34,0.163439,0.16331,1.6641E-08,
35,0.163537,0.16331,5.1529E-08,
36,0.16331,0.16331,0,
37,0.164015,0.164203,3.5344E-08,
38,0.164309,0.164203,1.1236E-08,
39,0.164148,0.164203,3.025E-09,
40,0.164203,0.164203,0,
41,0.164595,0.164979,1.47456E-07,
42,0.164732,0.164979,6.1009E-08,
43,0.164799,0.164979,3.24E-08,
44,0.164979,0.164979,0,
45,0.164325,0.164669,1.18336E-07,
46,0.164133,0.164669,2.87296E-07,
47,0.164317,0.164669,1.23904E-07,
48,0.164669,0.164669,0,
49,0.165673,0.168502,8.00324E-06,
50,0.165994,0.168502,6.29006E-06,
51,0.167044,0.168502,2.12576E-06,
52,0.168502,0.168502,0,
53,0.170642,0.174227,1.28522E-05,
54,0.171316,0.174227,8.47392E-06,
55,0.172405,0.174227,3.31968E-06,
56,0.174227,0.174227,0,
57,0.174976,0.176241,1.60023E-06,
58,0.176253,0.176241,1.44E-10,
59,0.177064,0.176241,6.77329E-07,
60,0.176241,0.176241,0,
