1,0.101272,0.120113,0.000354983,4.37E-05,0.006608924
2,0.10416,0.120113,0.000254498,,
3,0.106578,0.120113,0.000183196,,
4,0.113397,0.120113,4.51047E-05,,
5,0.120113,0.120113,0,,
6,0.124287,0.137442,0.000173054,,
7,0.130694,0.137442,4.55355E-05,,
8,0.134718,0.137442,7.42018E-06,,
9,0.135302,0.137442,4.5796E-06,,
10,0.137442,0.137442,0,,
11,0.139029,0.144939,3.49281E-05,,
12,0.140506,0.144939,1.96515E-05,,
13,0.142097,0.144939,8.07696E-06,,
14,0.144057,0.144939,7.77924E-07,,
15,0.144939,0.144939,0,,
16,0.146604,0.14948,8.27138E-06,,
17,0.147784,0.14948,2.87642E-06,,
18,0.148195,0.14948,1.65123E-06,,
19,0.1497,0.14948,4.84E-08,,
20,0.14948,0.14948,0,,
21,0.149982,0.15635,4.05514E-05,,
22,0.151005,0.15635,2.8569E-05,,
23,0.152361,0.15635,1.59121E-05,,
24,0.153474,0.15635,8.27138E-06,,
25,0.15635,0.15635,0,,
26,0.158478,0.16233,1.48379E-05,,
27,0.160022,0.16233,5.32686E-06,,
28,0.161452,0.16233,7.70884E-07,,
29,0.162158,0.16233,2.9584E-08,,
30,0.16233,0.16233,0,,
31,0.161628,0.163537,3.64428E-06,,
32,0.162302,0.163537,1.52522E-06,,
33,0.162765,0.163537,5.95984E-07,,
34,0.163439,0.163537,9.604E-09,,
35,0.163537,0.163537,0,,
36,0.16331,0.164203,7.97449E-07,,
37,0.164015,0.164203,3.5344E-08,,
38,0.164309,0.164203,1.1236E-08,,
39,0.164148,0.164203,3.025E-09,,
40,0.164203,0.164203,0,,
41,0.164595,0.164325,7.29E-08,,
42,0.164732,0.164325,1.65649E-07,,
43,0.164799,0.164325,2.24676E-07,,
44,0.164979,0.164325,4.27716E-07,,
45,0.164325,0.164325,0,,
46,0.164133,0.165994,3.46332E-06,,
47,0.164317,0.165994,2.81233E-06,,
48,0.164669,0.165994,1.75562E-06,,
49,0.165673,0.165994,1.03041E-07,,
50,0.165994,0.165994,0,,
51,0.167044,0.172405,2.87403E-05,,
52,0.168502,0.172405,1.52334E-05,,
53,0.170642,0.172405,3.10817E-06,,
54,0.171316,0.172405,1.18592E-06,,
55,0.172405,0.172405,0,,
56,0.174227,0.176241,4.0562E-06,,
57,0.174976,0.176241,1.60023E-06,,
58,0.176253,0.176241,1.44E-10,,
59,0.177064,0.176241,6.77329E-07,,
60,0.176241,0.176241,0,,
61,0.174215,0.169317,2.39904E-05,,
62,0.173028,0.169317,1.37715E-05,,
63,0.171774,0.169317,6.03685E-06,,
64,0.17083,0.169317,2.28917E-06,,
65,0.169317,0.169317,0,,
66,0.169082,0.170888,3.26164E-06,,
67,0.169662,0.170888,1.50308E-06,,
68,0.168964,0.170888,3.70178E-06,,
69,0.16967,0.170888,1.48352E-06,,
70,0.170888,0.170888,0,,
71,0.171512,0.174231,7.39296E-06,,
72,0.172385,0.174231,3.40772E-06,,
73,0.172632,0.174231,2.5568E-06,,
74,0.174035,0.174231,3.8416E-08,,
75,0.174231,0.174231,0,,
76,0.175125,0.181203,3.69421E-05,,
77,0.175681,0.181203,3.04925E-05,,
78,0.175951,0.181203,2.75835E-05,,
79,0.177805,0.181203,1.15464E-05,,
80,0.181203,0.181203,0,,
81,0.182915,0.194789,0.000140992,,
82,0.18482,0.194789,9.9381E-05,,
83,0.187343,0.194789,5.54429E-05,,
84,0.190192,0.194789,2.11324E-05,,
85,0.194789,0.194789,0,,
86,0.199691,0.217279,0.000309338,,
87,0.201658,0.217279,0.000244016,,
88,0.207004,0.217279,0.000105576,,
89,0.214144,0.217279,9.82822E-06,,
90,0.217279,0.217279,0,,
91,0.221503,0.218027,1.20826E-05,,
92,0.223486,0.218027,2.98007E-05,,
93,0.223145,0.218027,2.61939E-05,,
94,0.222557,0.218027,2.05209E-05,,
95,0.218027,0.218027,0,,
96,0.218023,0.221115,9.56046E-06,,
97,0.218748,0.221115,5.60269E-06,,
98,0.219324,0.221115,3.20768E-06,,
99,0.220684,0.221115,1.85761E-07,,
100,0.221115,0.221115,0,,
