1,0.101272,0.134718,0.001118635,0.000113933
2,0.10416,0.134718,0.000933791,
3,0.106578,0.134718,0.00079186,
4,0.113397,0.134718,0.000454585,
5,0.120113,0.134718,0.000213306,
6,0.124287,0.134718,0.000108806,
7,0.130694,0.134718,1.61926E-05,
8,0.134718,0.134718,0,
9,0.135302,0.146604,0.000127735,
10,0.137442,0.146604,8.39422E-05,
11,0.139029,0.146604,5.73806E-05,
12,0.140506,0.146604,3.71856E-05,
13,0.142097,0.146604,2.0313E-05,
14,0.144057,0.146604,6.48721E-06,
15,0.144939,0.146604,2.77223E-06,
16,0.146604,0.146604,0,
17,0.147784,0.153474,3.23761E-05,
18,0.148195,0.153474,2.78678E-05,
19,0.1497,0.153474,1.42431E-05,
20,0.14948,0.153474,1.5952E-05,
21,0.149982,0.153474,1.21941E-05,
22,0.151005,0.153474,6.09596E-06,
23,0.152361,0.153474,1.23877E-06,
24,0.153474,0.153474,0,
25,0.15635,0.162302,3.54263E-05,
26,0.158478,0.162302,1.4623E-05,
27,0.160022,0.162302,5.1984E-06,
28,0.161452,0.162302,7.225E-07,
29,0.162158,0.162302,2.0736E-08,
30,0.16233,0.162302,7.84E-10,
31,0.161628,0.162302,4.54276E-07,
32,0.162302,0.162302,0,
33,0.162765,0.164203,2.06784E-06,
34,0.163439,0.164203,5.83696E-07,
35,0.163537,0.164203,4.43556E-07,
36,0.16331,0.164203,7.97449E-07,
37,0.164015,0.164203,3.5344E-08,
38,0.164309,0.164203,1.1236E-08,
39,0.164148,0.164203,3.025E-09,
40,0.164203,0.164203,0,
41,0.164595,0.164669,5.476E-09,
42,0.164732,0.164669,3.969E-09,
43,0.164799,0.164669,1.69E-08,
44,0.164979,0.164669,9.61E-08,
45,0.164325,0.164669,1.18336E-07,
46,0.164133,0.164669,2.87296E-07,
47,0.164317,0.164669,1.23904E-07,
48,0.164669,0.164669,0,
49,0.165673,0.174227,7.31709E-05,
50,0.165994,0.174227,6.77823E-05,
51,0.167044,0.174227,5.15955E-05,
52,0.168502,0.174227,3.27756E-05,
53,0.170642,0.174227,1.28522E-05,
54,0.171316,0.174227,8.47392E-06,
55,0.172405,0.174227,3.31968E-06,
56,0.174227,0.174227,0,
57,0.174976,0.17083,1.71893E-05,
58,0.176253,0.17083,2.94089E-05,
59,0.177064,0.17083,3.88628E-05,
60,0.176241,0.17083,2.92789E-05,
61,0.174215,0.17083,1.14582E-05,
62,0.173028,0.17083,4.8312E-06,
63,0.171774,0.17083,8.91136E-07,
64,0.17083,0.17083,0,
65,0.169317,0.172385,9.41262E-06,
66,0.169082,0.172385,1.09098E-05,
67,0.169662,0.172385,7.41473E-06,
68,0.168964,0.172385,1.17032E-05,
69,0.16967,0.172385,7.37123E-06,
70,0.170888,0.172385,2.24101E-06,
71,0.171512,0.172385,7.62129E-07,
72,0.172385,0.172385,0,
73,0.172632,0.181203,7.3462E-05,
74,0.174035,0.181203,5.13802E-05,
75,0.174231,0.181203,4.86088E-05,
76,0.175125,0.181203,3.69421E-05,
77,0.175681,0.181203,3.04925E-05,
78,0.175951,0.181203,2.75835E-05,
79,0.177805,0.181203,1.15464E-05,
80,0.181203,0.181203,0,
81,0.182915,0.207004,0.00058028,
82,0.18482,0.207004,0.00049213,
